Burden rank,State,Zone,LGA,Zero-dose children,Zero-dose rate (%),Equity index,Equity tier,Archetype,Intervention bundle,Evidence base (method and citation),Priority flag
439,Abia,South East,Umuahia North,833.0,8.0,17.0,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
440,Taraba,North East,Lau,831.0,15.7,56.1,Critical,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
441,Lagos,South West,Lagos Island,820.0,10.1,9.2,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
442,Benue,North Central,Gwer East,819.0,12.4,46.1,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
443,Oyo,South West,Irepo,795.0,16.5,52.4,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
444,Adamawa,North East,Guyuk,793.0,7.1,52.0,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
445,Nasarawa,North Central,Nasarawa-Eggon,789.0,8.2,47.1,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
446,Benue,North Central,Ohimini,780.0,28.1,40.9,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
447,Edo,South South,Esan South East,779.0,10.5,34.3,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
448,Oyo,South West,Iwajowa,775.0,18.9,49.7,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
449,Oyo,South West,Oyo West,756.0,13.9,36.5,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
450,Adamawa,North East,Lamurde,754.0,10.8,58.5,Critical,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
451,Oyo,South West,Afijio,748.0,14.2,35.0,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
452,Oyo,South West,Ido,748.0,18.0,41.6,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
453,Adamawa,North East,Mubi South,748.0,9.1,48.2,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
454,Anambra,South East,Ayamelum,747.0,12.2,35.9,Moderate,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
455,Anambra,South East,Orumba South,739.0,10.4,28.3,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
456,Adamawa,North East,Maiha,731.0,10.5,50.2,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
457,Oyo,South West,Itesiwaju,730.0,14.4,50.3,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
458,Ekiti,South West,Ikole,724.0,9.6,31.5,Low,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
459,Oyo,South West,Oyo East,723.0,14.6,36.5,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
460,Edo,South South,Etsako East,721.0,10.9,37.3,Moderate,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
461,Delta,South South,Ika North East,721.0,10.1,27.0,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
462,Imo,South East,Ikeduru,721.0,11.7,23.2,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
463,Delta,South South,Warri South West,719.0,15.8,57.6,Critical,Riverine / Geographically Isolated,Boat-based outreach + community health worker networks + multi-antigen bundling per visit,Binding constraint: extreme physical access. Evidence-based response: transport-adapted (boat) outreach with multi-antigen bundling. Frameworks: WHO Reaching Every District/Community; riverine and boat-clinic service-delivery models.,Standard
464,Rivers,South South,Asari-Toru,715.0,7.6,30.6,Low,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
